user_id,POI_id,POI_catid,POI_catid_code,POI_catname,POI_catname_,latitude,longitude,local_time,time_offset,city,countryCode,UTC_time,traj_id
168,4e7fa10fb8f76e28c2deef16,576b7ba6a9464841b8a7f90b0ebe3b23,4,City,Outdoors & Recreation,33.503444,-112.073675,2012-04-03 11:23:00,-420,Phoenix,US,2012/4/3 18:23,168_1
168,4aec5f71f964a52071c621e3,381bc73eeb6e431b8fbb222affcc23be,3,Train Station,Travel & Transport,33.520454,-112.099745,2012-04-03 14:51:00,-420,Phoenix,US,2012/4/3 21:51,168_1
168,4a7620dbf964a52054e21fe3,8fcae63bd0ff40a3ac73a7ecc21bb0a0,8,Mall,Shop & Service,33.522793,-112.09548,2012-04-03 14:54:00,-420,Phoenix,US,2012/4/3 21:54,168_1
168,4a84fdf5f964a520fcfd1fe3,8fcae63bd0ff40a3ac73a7ecc21bb0a0,8,Department Store,Shop & Service,33.520897,-112.098139,2012-04-03 15:54:00,-420,Phoenix,US,2012/4/3 22:54,168_1
168,4bfb637b8f32ef3b981605aa,381bc73eeb6e431b8fbb222affcc23be,3,Train Station,Travel & Transport,33.501412,-112.073821,2012-04-03 16:09:00,-420,Phoenix,US,2012/4/3 23:09,168_1
168,4c2e27dc260bc9289b341bd3,ada52efdb4ff42e7a27909aae9e37c9a,10,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,2012-04-03 16:37:00,-420,Phoenix,US,2012/4/3 23:37,168_1
168,4c2e27dc260bc9289b341bd3,ada52efdb4ff42e7a27909aae9e37c9a,10,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,2012-04-04 06:52:00,-420,Phoenix,US,2012/4/4 13:52,168_1
168,4c85b06347cc224bce9ba39f,576b7ba6a9464841b8a7f90b0ebe3b23,4,City,Outdoors & Recreation,33.448251,-112.07376200000002,2012-04-04 16:42:00,-420,Phoenix,US,2012/4/4 23:42,168_1
168,4bfb637b8f32ef3b981605aa,381bc73eeb6e431b8fbb222affcc23be,3,Train Station,Travel & Transport,33.501412,-112.073821,2012-04-04 17:01:00,-420,Phoenix,US,2012/4/5 0:01,168_1
168,4c2e27dc260bc9289b341bd3,ada52efdb4ff42e7a27909aae9e37c9a,10,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,2012-04-04 17:20:00,-420,Phoenix,US,2012/4/5 0:20,168_1
168,4a53c00af964a520b1b21fe3,8d76d281bb3c4abdaaa55b48ccae42bd,1,Mexican Restaurant,Food,33.488921000000005,-112.082997,2012-04-07 10:38:00,-420,Phoenix,US,2012/4/7 17:38,168_2
168,4c2e27dc260bc9289b341bd3,ada52efdb4ff42e7a27909aae9e37c9a,10,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,2012-04-07 17:38:00,-420,Phoenix,US,2012/4/8 0:38,168_2
168,4e7fa10fb8f76e28c2deef16,576b7ba6a9464841b8a7f90b0ebe3b23,4,City,Outdoors & Recreation,33.503444,-112.073675,2012-04-07 18:38:00,-420,Phoenix,US,2012/4/8 1:38,168_2
168,4f0bffb4e4b0baf8306c49d7,576b7ba6a9464841b8a7f90b0ebe3b23,4,Field,Outdoors & Recreation,33.501437,-112.07413,2012-04-07 22:48:00,-420,Phoenix,US,2012/4/8 5:48,168_2
168,4c2e27dc260bc9289b341bd3,ada52efdb4ff42e7a27909aae9e37c9a,10,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,2012-04-08 10:40:00,-420,Phoenix,US,2012/4/8 17:40,168_2
168,4a595b91f964a5204bb91fe3,8d76d281bb3c4abdaaa55b48ccae42bd,1,American Restaurant,Food,33.506915,-112.074183,2012-04-08 13:02:00,-420,Phoenix,US,2012/4/8 20:02,168_2
168,4c2e27dc260bc9289b341bd3,ada52efdb4ff42e7a27909aae9e37c9a,10,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,2012-04-08 16:27:00,-420,Phoenix,US,2012/4/8 23:27,168_2
168,4e7fa10fb8f76e28c2deef16,576b7ba6a9464841b8a7f90b0ebe3b23,4,City,Outdoors & Recreation,33.503444,-112.073675,2012-04-09 05:48:00,-420,Phoenix,US,2012/4/9 12:48,168_2
168,4f0bffb4e4b0baf8306c49d7,576b7ba6a9464841b8a7f90b0ebe3b23,4,Field,Outdoors & Recreation,33.501437,-112.07413,2012-04-09 06:09:00,-420,Phoenix,US,2012/4/9 13:09,168_2
168,4bd768a2e914a593bc2f51fa,381bc73eeb6e431b8fbb222affcc23be,3,Airport Terminal,Travel & Transport,33.436060999999995,-111.996818,2012-04-09 06:34:00,-420,Phoenix,US,2012/4/9 13:34,168_2
168,449e9fb9f964a520c0341fe3,381bc73eeb6e431b8fbb222affcc23be,3,Airport,Travel & Transport,33.435624,-112.003066,2012-04-09 06:54:00,-420,Phoenix,US,2012/4/9 13:54,168_2
168,449e9fb9f964a520c0341fe3,381bc73eeb6e431b8fbb222affcc23be,3,Airport,Travel & Transport,33.435624,-112.003066,2012-04-09 11:02:00,-420,Phoenix,US,2012/4/9 18:02,168_2
